,id,conversation_id,created_at,date,time,timezone,user_id,username,name,place,tweet,language,mentions,urls,photos,replies_count,retweets_count,likes_count,hashtags,cashtags,link,retweet,quote_url,video,thumbnail,near,geo,source,user_rt_id,user_rt,retweet_id,reply_to,retweet_date,translate,trans_src,trans_dest,sentiment
822,1420007671017705501,1420007671017705501,2021-07-27 18:36:25 India Standard Time,2021-07-27,18:36:25,530,807182725849419776,dvtsoftwareuk,@DVTSoftwareUK,,"IT staff augmentation: Balance your workforce remotely. Jason Bramsden, DVT UK's MD, shares his insights on the benefits of IT staff augmentation for organisations based in the UK &amp; Europe.  https://t.co/PVDyw051mW #remotework #wfh #agileteams  https://t.co/ggEwSCW2T8",en,[],['https://ecs.page.link/xhKTk'],['https://pbs.twimg.com/media/E7ThcxpXECUioL-.jpg'],0,0,1,"['remotework', 'wfh', 'agileteams']",[],https://twitter.com/DVTSoftwareUK/status/1420007671017705501,False,,1,https://pbs.twimg.com/media/E7ThcxpXECUioL-.jpg,,,,,,,[],,,,,Negative
823,1420007095395618850,1419930960204865536,2021-07-27 18:34:08 India Standard Time,2021-07-27,18:34:08,530,2817579498,butiramms,B Rammekwa,,@Afrihost @GiveawayGoat Ergonomic office chair for comfort since I am seated for long duration when I am working. #WFH,en,[],[],[],0,0,1,['wfh'],[],https://twitter.com/ButiRamms/status/1420007095395618850,False,,0,,,,,,,,"[{'screen_name': 'Afrihost', 'name': 'Afrihost', 'id': '55520972'}, {'screen_name': 'GiveawayGoat', 'name': 'The GiveAway Goat 🐐', 'id': '1005815693663723521'}]",,,,,Negative
824,1420006540384382979,1420006540384382979,2021-07-27 18:31:56 India Standard Time,2021-07-27,18:31:56,530,447406690,workboldly,Boldly,,"Feeling disconnected and lonely in a remote environment isn't uncommon, but it doesn't have to be the norm. What are some ways you've been able to reach out and connect with coworkers? #remotework #workboldly #WFH  https://t.co/Ad16OcdDN5",en,[],['https://loom.ly/lBaNCtU'],[],0,0,0,"['remotework', 'workboldly', 'wfh']",[],https://twitter.com/workboldly/status/1420006540384382979,False,,0,,,,,,,,[],,,,,Positive
825,1420006384662417460,1419997277842771988,2021-07-27 18:31:19 India Standard Time,2021-07-27,18:31:19,530,1177042491062796289,kelvinjimenezm,Kelvin Jimenez,,"P.S. I am not the only one. Thousands of students have done this, and frankly, they've done it well. Of course, not everyone has been able to thrive #WFH, but we ought to compromise. Happy employees usually tend to lead to better (+profitable) business outcomes.",en,[],[],[],0,0,0,['wfh'],[],https://twitter.com/KelvinJimenezM/status/1420006384662417460,False,,0,,,,,,,,[],,,,,Positive
826,1420006335807115268,1420006335807115268,2021-07-27 18:31:07 India Standard Time,2021-07-27,18:31:07,530,30365563,tpxcomm,TPx,,The amount of roles that can be done remotely are increasing. Leaders need to be proactive in streamlining #WFH experiences:  https://t.co/JMwGgEOw6S via @Forbes,en,"[{'screen_name': 'forbes', 'name': 'forbes', 'id': '91478624'}]",['https://bit.ly/3eGoUSl'],[],0,0,3,['wfh'],[],https://twitter.com/TPxComm/status/1420006335807115268,False,,0,,,,,,,,[],,,,,Negative
828,1420006252957077506,1419930960204865536,2021-07-27 18:30:47 India Standard Time,2021-07-27,18:30:47,530,456750021,kazzee_g,Savage Kaz,,@Afrihost #WFH @Afrihost I need this for my constant back pain #WFH @Afrihost 🎉  https://t.co/JjOMY7EpB0,en,"[{'screen_name': 'afrihost', 'name': 'afrihost', 'id': '55520972'}, {'screen_name': 'afrihost', 'name': 'afrihost', 'id': '55520972'}]",[],['https://pbs.twimg.com/media/E7TgJoRXoAMe90C.jpg'],0,0,0,"['wfh', 'wfh']",[],https://twitter.com/kazzee_g/status/1420006252957077506,False,,1,https://pbs.twimg.com/media/E7TgJoRXoAMe90C.jpg,,,,,,,"[{'screen_name': 'Afrihost', 'name': 'Afrihost', 'id': '55520972'}]",,,,,Neutral
829,1420006234548277278,1420006234548277278,2021-07-27 18:30:43 India Standard Time,2021-07-27,18:30:43,530,18880638,creativelive,CreativeLive,,Does your workspace maximize for creative productivity?  Few things you can update... like right now.  #remotework | #wfh | #productivity   https://t.co/n9qWR5Ijo1,en,[],['https://cr8.lv/2LnXFQF'],[],0,1,2,"['remotework', 'wfh', 'productivity']",[],https://twitter.com/CreativeLive/status/1420006234548277278,False,,0,,,,,,,,[],,,,,Positive
830,1420006159902248999,1420006159902248999,2021-07-27 18:30:25 India Standard Time,2021-07-27,18:30:25,530,4096674159,hibob_hr,@Hibob_hr,,"Everyone wants to feel welcome on the first day of school, and the workplace is no different. Here's how you can give your new hires the warm welcome they deserve:  https://t.co/FE4LlHB7jZ  #PeopleFirst #WFH #Onboarding #CompanyCulture #NewHire #Preboarding",en,[],['https://okt.to/HbqAVJ'],[],0,0,2,"['peoplefirst', 'wfh', 'onboarding', 'companyculture', 'newhire', 'preboarding']",[],https://twitter.com/Hibob_hr/status/1420006159902248999,False,,0,,,,,,,,[],,,,,Positive
831,1420006154399322129,1420006154399322129,2021-07-27 18:30:24 India Standard Time,2021-07-27,18:30:24,530,2296513304,anynodesbc,anynodeSBC,,Use the cloud-based anynode deployment in #Azure to connect to #MicrosoftTeams #DirectRouting with a #VoIP provider to leverage the advantages of Teams while remaining with your existing provider. Get your work and #WFH connected with @anynodeSBC &gt;&gt;  https://t.co/TW6dZfCUJk  https://t.co/GDicfWLi2l,en,"[{'screen_name': 'anynodesbc', 'name': 'anynodesbc', 'id': '2296513304'}]",['https://bit.ly/2xpzf2e'],['https://pbs.twimg.com/media/E7TgEf-XEBkLV4r.jpg'],0,0,0,"['azure', 'microsoftteams', 'directrouting', 'voip', 'wfh']",[],https://twitter.com/anynodeSBC/status/1420006154399322129,False,,1,https://pbs.twimg.com/media/E7TgEf-XEBkLV4r.jpg,,,,,,,[],,,,,Neutral
832,1420006111399317516,1420006111399317516,2021-07-27 18:30:14 India Standard Time,2021-07-27,18:30:14,530,2715538958,neuralit,Neural IT,,"You might get potential clients by getting yourself listed in the directory, it will just work as icing on the cake. Stay tuned with Neural IT for more law firm tips.   #NEURALIT #LawFacts #LawFirmTips #PersonalInjury #WFH #LawyerSkills #Lawsuits #TrialLawyers #InjuryLawyers  https://t.co/7T2NpFrl3C",en,[],[],['https://pbs.twimg.com/media/E7TgCIIXEA8x-co.jpg'],0,0,1,"['neuralit', 'lawfacts', 'lawfirmtips', 'personalinjury', 'wfh', 'lawyerskills', 'lawsuits', 'triallawyers', 'injurylawyers']",[],https://twitter.com/neuralit/status/1420006111399317516,False,,1,https://pbs.twimg.com/media/E7TgCIIXEA8x-co.jpg,,,,,,,[],,,,,Positive
833,1420005644128686089,1419930960204865536,2021-07-27 18:28:22 India Standard Time,2021-07-27,18:28:22,530,1351182642079801344,pulanescrown,Pulane Patricia,,@Afrihost Bluetooth accessories is definitely items missing in mine. #WFH,en,[],[],[],0,0,0,['wfh'],[],https://twitter.com/pulanescrown/status/1420005644128686089,False,,0,,,,,,,,"[{'screen_name': 'Afrihost', 'name': 'Afrihost', 'id': '55520972'}]",,,,,Negative
834,1420005321804812326,1419930960204865536,2021-07-27 18:27:05 India Standard Time,2021-07-27,18:27:05,530,1357434427832479745,cutestqueen3,Cutestqueen,,@Afrihost Adjustable standing desk #WFH,en,[],[],[],0,0,0,['wfh'],[],https://twitter.com/Cutestqueen3/status/1420005321804812326,False,,0,,,,,,,,"[{'screen_name': 'Afrihost', 'name': 'Afrihost', 'id': '55520972'}]",,,,,Neutral
835,1420004144430133248,1420004144430133248,2021-07-27 18:22:25 India Standard Time,2021-07-27,18:22:25,530,926605116853161984,verintamy,Amy Curry,,New @Verint guest blog! More #Engage21 content--@paulstockford of Saddletree Research explores the #IVA imperative  https://t.co/udBXb5iU2c #IntelligentSelfService #AI #WFH #KM #NLP #CustServ #CX #FutureofWork,en,"[{'screen_name': 'verint', 'name': 'verint', 'id': '19303263'}, {'screen_name': 'paulstockford', 'name': 'paul stockford', 'id': '196215858'}]",['https://bit.ly/3i7Vj6J'],[],0,0,3,"['engage21', 'iva', 'intelligentselfservice', 'ai', 'wfh', 'km', 'nlp', 'custserv', 'cx', 'futureofwork']",[],https://twitter.com/VerintAmy/status/1420004144430133248,False,,0,,,,,,,,[],,,,,Positive
836,1420004043137638401,1420004043137638401,2021-07-27 18:22:00 India Standard Time,2021-07-27,18:22:00,530,1151861345039634433,suehussverint,@suehussverint,,New @Verint guest blog! More #Engage21 content--@paulstockford of Saddletree Research explores the #IVA imperative  https://t.co/K3uLuynoub #IntelligentSelfService #AI #WFH #KM #NLP #CustServ #CX #FutureofWork,en,"[{'screen_name': 'verint', 'name': 'verint', 'id': '19303263'}, {'screen_name': 'paulstockford', 'name': 'paul stockford', 'id': '196215858'}]",['https://bit.ly/3i7Vj6J'],[],0,0,2,"['engage21', 'iva', 'intelligentselfservice', 'ai', 'wfh', 'km', 'nlp', 'custserv', 'cx', 'futureofwork']",[],https://twitter.com/suehussverint/status/1420004043137638401,False,,0,,,,,,,,[],,,,,Positive
837,1420003766288453677,1419930960204865536,2021-07-27 18:20:54 India Standard Time,2021-07-27,18:20:54,530,1361427498865688581,dlalamajaivane,Majaivane Wako Pheli,,@Afrihost Some lightning #WFH,en,[],[],[],0,0,0,['wfh'],[],https://twitter.com/dlalaMajaivane/status/1420003766288453677,False,,0,,,,,,,,"[{'screen_name': 'Afrihost', 'name': 'Afrihost', 'id': '55520972'}]",,,,,Neutral
838,1420003629927473152,1420003629927473152,2021-07-27 18:20:22 India Standard Time,2021-07-27,18:20:22,530,904003078982160389,jbpvfm,JBP,,So much for my weekly lawn service today!     Love the rain. #ShareYourWeather @weathernetwork @PROTEXwx #newmarket #WFH  https://t.co/cWyKqmyYww,en,"[{'screen_name': 'weathernetwork', 'name': 'the weather network', 'id': '18638090'}, {'screen_name': 'protexwx', 'name': 'protex weather', 'id': '1291209358391611392'}]",[],['https://pbs.twimg.com/media/E7TdtAvXEBcUYih.jpg'],1,1,3,"['shareyourweather', 'newmarket', 'wfh']",[],https://twitter.com/JBPVFM/status/1420003629927473152,False,,1,https://pbs.twimg.com/media/E7TdtAvXEBcUYih.jpg,,,,,,,[],,,,,Positive
839,1420002839196094464,1420002839196094464,2021-07-27 18:17:13 India Standard Time,2021-07-27,18:17:13,530,350223262,shiwamrastogi,shiwrascasm,,#Officememe #WFH nibba whenever it rains  https://t.co/maYlJTQRmS,en,[],[],['https://pbs.twimg.com/media/E7TdDn5VIAEbC2o.jpg'],0,0,0,"['officememe', 'wfh']",[],https://twitter.com/shiwamrastogi/status/1420002839196094464,False,,1,https://pbs.twimg.com/media/E7TdDn5VIAEbC2o.jpg,,,,,,,[],,,,,Neutral
840,1420002530625523726,1420002530625523726,2021-07-27 18:16:00 India Standard Time,2021-07-27,18:16:00,530,831790837919051777,clarion_comms,Clarion,,Worried about hacks or outages with Zoom? Clarion recommends the StarLeaf video conferencing platform for industry-leading security and reliability.@wainhouse360. #VideoConferencing #WFH @StarLeafCo  https://t.co/UPFCBi7djL  https://t.co/Nr2wRsnKAO,en,"[{'screen_name': 'wainhouse360', 'name': 'wainhouse research', 'id': '61088818'}, {'screen_name': 'starleafco', 'name': 'starleaf', 'id': '200223583'}]",['https://bit.ly/2APv4i9'],['https://pbs.twimg.com/media/E7TPC2ZWUAQNUIg.jpg'],0,0,0,"['videoconferencing', 'wfh']",[],https://twitter.com/Clarion_Comms/status/1420002530625523726,False,,1,https://pbs.twimg.com/media/E7TPC2ZWUAQNUIg.jpg,,,,,,,[],,,,,Neutral
842,1420001480174710790,1420001480174710790,2021-07-27 18:11:49 India Standard Time,2021-07-27,18:11:49,530,15563350,nsiguy,Network Solutions,,Survey: Home-office networks demand better monitoring tools  https://t.co/vUrWdT7Wzz #homeoffice #WFH #requirements #improved #tools,en,[],['https://hubs.ly/H0T7Q6H0'],[],0,0,0,"['homeoffice', 'wfh', 'requirements', 'improved', 'tools']",[],https://twitter.com/NSIguy/status/1420001480174710790,False,,0,,,,,,,,[],,,,,Positive
843,1420001149768372266,1420001149768372266,2021-07-27 18:10:31 India Standard Time,2021-07-27,18:10:31,530,1334483742044327942,rey_j96,Jorge Reyes,,WFH with the doggies 💪🏽 #wfh #work #homeoffice #home  https://t.co/Z6HVoF2ZB3,en,[],[],"['https://pbs.twimg.com/media/E7TbhAZXEDkR_U_.jpg', 'https://pbs.twimg.com/media/E7TbhAYXEAME43S.jpg', 'https://pbs.twimg.com/media/E7TbhAaWQAMr1Zt.jpg', 'https://pbs.twimg.com/media/E7TbhA_XEC8UR0K.jpg']",0,0,0,"['wfh', 'work', 'homeoffice', 'home']",[],https://twitter.com/Rey_J96/status/1420001149768372266,False,,1,https://pbs.twimg.com/media/E7TbhAZXEDkR_U_.jpg,,,,,,,[],,,,,Neutral
844,1420000533373505539,1420000533373505539,2021-07-27 18:08:04 India Standard Time,2021-07-27,18:08:04,530,20584065,juliesharpe,Julie Sharpe,,Digital Account / Project Manager #Newcastle Remote working due to Covid then  flexible home /office  £33K - £38K #WFH #Recruitment   https://t.co/sLWayseF9X  https://t.co/M8mCcSl00G,en,[],['https://www.sharperecruitment.co.uk/job/JS32/Digital-Account-Project-Manager'],['https://pbs.twimg.com/media/E7Ta9SeXEB8Aygs.jpg'],0,0,0,"['newcastle', 'wfh', 'recruitment']",[],https://twitter.com/JulieSharpe/status/1420000533373505539,False,,1,https://pbs.twimg.com/media/E7Ta9SeXEB8Aygs.jpg,,,,,,,[],,,,,Negative
846,1420000054761463812,1420000054761463812,2021-07-27 18:06:10 India Standard Time,2021-07-27,18:06:10,530,1003139871488258048,smyleifooldoe,Smylei 🧶,,At this point I don’t even wanna get dress to go in nobody office 😩 #WFH me forever 😂,en,[],[],[],0,0,1,['wfh'],[],https://twitter.com/SmyleiFoolDoe/status/1420000054761463812,False,,0,,,,,,,,[],,,,,Neutral
848,1419999927422291968,1419999927422291968,2021-07-27 18:05:39 India Standard Time,2021-07-27,18:05:39,530,963440903401730048,thesiscap,Thesis Capital Inc.,,"Following several major #cyberattacks, #cybersecurity #stocks have rallied (15% return YTD). Additionally, the transition to #cloud-based IT systems and the new #WFH trend has led to a renewed interest in the cybersecurity space.  Full story:  https://t.co/RthVvJW4af  $PLUR $PLCKF",en,[],['https://bit.ly/3f1q23r'],[],0,5,2,"['cyberattacks', 'cybersecurity', 'stocks', 'cloud', 'wfh']","['plur', 'plckf']",https://twitter.com/ThesisCap/status/1419999927422291968,False,,0,,,,,,,,[],,,,,Positive
849,1419999129049174039,1419999129049174039,2021-07-27 18:02:29 India Standard Time,2021-07-27,18:02:29,530,138121139,peterkolade_,Peter Kolade,,Beautiful Tuesday morning to #WFH 🌞  https://t.co/oWJ8QHPZGV,en,[],[],['https://pbs.twimg.com/media/E7TZrjEXEAIrbk4.jpg'],0,0,1,['wfh'],[],https://twitter.com/PeterKolade_/status/1419999129049174039,False,,1,https://pbs.twimg.com/media/E7TZrjEXEAIrbk4.jpg,,,,,,,[],,,,,Positive
850,1419999021343641624,1419999021343641624,2021-07-27 18:02:03 India Standard Time,2021-07-27,18:02:03,530,1317767257498542080,_futurework_,The Future of Work,,A CEO’s Guide to Planning a Return to the Office  Don't let the decisions of high-profile companies like Google and Twitter influence your decision — you have to do what is right for your company  #futureofwork #covid19 #wfh #remotework  @harvardbiz   https://t.co/6EpPpymWuJ  https://t.co/Muk26yeja0,en,"[{'screen_name': 'harvardbiz', 'name': 'harvard business review', 'id': '14800270'}]",['https://hbr.org/2021/02/a-ceos-guide-to-planning-a-return-to-the-office'],['https://pbs.twimg.com/media/E7TZlSeXEBIOakx.jpg'],0,0,6,"['futureofwork', 'covid19', 'wfh', 'remotework']",[],https://twitter.com/_FutureWork_/status/1419999021343641624,False,,1,https://pbs.twimg.com/media/E7TZlSeXEBIOakx.jpg,,,,,,,[],,,,,Positive
851,1419998588046909443,1419998588046909443,2021-07-27 18:00:20 India Standard Time,2021-07-27,18:00:20,530,1364218541763743751,remotebharat,Remote Bharat,,Follow @RemoteBharat ⋆ ⋆ Find a remote job and work from anywhere ⋆ ⋆ ⋆  https://t.co/lRWctuSoGE ⋆ ⋆ ⋆ ⋆ #WFH #Remote #GoRemote #RemoteBharat #RemoteJobsIndia ##WFHJobs #RemoteJobs #HomeOffice #WFHWFO #RemoteWork #WorkFromHome #WorkFromHomeJobs #TechJobs #JobsForEveryone  https://t.co/kXFemZ8hlU,en,"[{'screen_name': 'remotebharat', 'name': 'remote bharat', 'id': '1364218541763743751'}]",['http://ow.ly/7GZS50FdjMI'],['https://pbs.twimg.com/media/E7TZMMDXsAgVlFQ.jpg'],0,1,1,"['wfh', 'remote', 'goremote', 'remotebharat', 'remotejobsindia', 'wfhjobs', 'remotejobs', 'homeoffice', 'wfhwfo', 'remotework', 'workfromhome', 'workfromhomejobs', 'techjobs', 'jobsforeveryone']",[],https://twitter.com/RemoteBharat/status/1419998588046909443,False,,1,https://pbs.twimg.com/media/E7TZMMDXsAgVlFQ.jpg,,,,,,,[],,,,,Negative
852,1419998574708920326,1419998574708920326,2021-07-27 18:00:17 India Standard Time,2021-07-27,18:00:17,530,1174771214046380033,jamierstock,Jamie,,"Anyone else find the more productive they try to be, the crazier their hours get and the harder it is to switch off at night. Highlights the must for flexible working if you ask me. #WFH #hustle #flexibleworking",en,[],[],[],0,0,0,"['wfh', 'hustle', 'flexibleworking']",[],https://twitter.com/jamierstock/status/1419998574708920326,False,,0,,,,,,,,[],,,,,Positive
853,1419998533571252271,1419998533571252271,2021-07-27 18:00:07 India Standard Time,2021-07-27,18:00:07,530,352244991,cmc_ltd,Challenger Business Communications,,Is your business considering #remoteworking long-term?  Ensure your employees have the tools they need to stay #productive and feel supported so that your business can continue to succeed.  Find out more about how we can support you  https://t.co/OZK2Hzx14c  #WFH #LiverpoolBizFair,en,[],['https://challenger-mobile.co.uk/remote-working-a-long-term-consideration/'],[],0,3,2,"['remoteworking', 'productive', 'wfh', 'liverpoolbizfair']",[],https://twitter.com/CMC_LTD/status/1419998533571252271,False,,0,,,,,,,,[],,,,,Positive
854,1419997979470073856,1419997979470073856,2021-07-27 17:57:55 India Standard Time,2021-07-27,17:57:55,530,418143730,kenflott,Ken Flott - Creative Idiot #IndieRatPack,,"I shared my thoughts on the topic of #WFH over at LinkedIn  ""The internet has made neighbors of us all...""   https://t.co/pxDiWuxltt",en,[],['http://ow.ly/xANP50FEusL'],[],0,0,0,['wfh'],[],https://twitter.com/kenflott/status/1419997979470073856,False,,0,,,,,,,,[],,,,,Neutral
856,1419997274990645253,1419997274990645253,2021-07-27 17:55:07 India Standard Time,2021-07-27,17:55:07,530,1390348366169743366,logsummerhouse,Log Summer House,,"Garden Offices, Log Cabins, Summer Houses &amp; Gazebos in a Range of Colours, Shapes &amp; Sizes  Fitting Service or Free UK Delivery   https://t.co/nBqjc4bIgE  #gardenoffice #gardenroom #gardenbar #gardengym  #homeextention #gardenbuilding #workingfromhome #wfh #wfhlife #builders #uk  https://t.co/bSeAxgPWlK",en,[],['https://comparepriceswebsite.co.uk/index.php/log-cabin-calculator/'],['https://pbs.twimg.com/media/E7TX_xJXIAAYJ9x.jpg'],0,0,1,"['gardenoffice', 'gardenroom', 'gardenbar', 'gardengym', 'homeextention', 'gardenbuilding', 'workingfromhome', 'wfh', 'wfhlife', 'builders', 'uk']",[],https://twitter.com/LogSummerHouse/status/1419997274990645253,False,,1,https://pbs.twimg.com/media/E7TX_xJXIAAYJ9x.jpg,,,,,,,[],,,,,Positive
857,1419997043028893697,1419930960204865536,2021-07-27 17:54:11 India Standard Time,2021-07-27,17:54:11,530,1177887213905948672,themsonchochi,Themson,,@Afrihost Laptop stand for my office #WFH @Afrihost,en,"[{'screen_name': 'afrihost', 'name': 'afrihost', 'id': '55520972'}]",[],[],0,0,0,['wfh'],[],https://twitter.com/ThemsonChochi/status/1419997043028893697,False,,0,,,,,,,,"[{'screen_name': 'Afrihost', 'name': 'Afrihost', 'id': '55520972'}]",,,,,Neutral
